transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
279,119.39,6,Electronics,0,0,85,4,30,0
280,571.53,13,Travel,0,0,68,3,60,0
281,257.41,8,Travel,0,0,56,1,40,0
282,117.48,12,Electronics,1,0,67,3,58,0
283,72.25,14,Travel,1,0,85,0,69,0
284,139.72,15,Food,0,0,39,0,22,0
285,241.91,8,Electronics,0,0,49,2,34,0
286,268.63,14,Grocery,1,0,49,1,57,0
287,68.81,16,Electronics,0,0,39,0,36,0
288,223.92,18,Clothing,0,0,99,2,24,0
289,188.01,13,Food,0,0,64,1,26,0
290,560.52,15,Clothing,0,0,39,0,31,0
291,469.0,8,Grocery,0,0,34,0,19,0
292,273.11,23,Travel,1,0,78,1,35,0
293,225.33,11,Clothing,0,0,85,2,54,0
294,56.15,19,Travel,0,0,81,4,27,0
295,327.97,8,Food,0,0,99,4,49,0
296,97.79,14,Travel,0,0,53,3,35,0
297,55.72,14,Travel,0,0,36,2,52,0
298,84.99,15,Food,0,0,99,3,18,0
299,316.91,5,Clothing,0,0,48,1,38,0
300,28.21,14,Food,0,0,74,3,55,0
301,106.79,8,Travel,0,0,45,1,61,0
302,118.87,17,Electronics,1,0,83,1,46,0
303,6.54,5,Grocery,0,0,36,0,39,0
304,38.19,13,Clothing,0,0,99,2,44,0
305,307.35,11,Travel,0,0,69,3,43,0
306,311.47,23,Clothing,0,0,35,3,58,0
307,60.65,19,Clothing,0,0,25,4,32,0
308,364.44,21,Clothing,0,1,60,2,22,0
309,259.04,6,Electronics,0,0,84,2,50,0
310,94.88,9,Food,0,0,52,3,43,0
311,241.94,11,Electronics,0,0,88,2,40,0
312,570.32,19,Food,0,0,41,3,69,0
313,107.7,14,Electronics,0,0,77,2,29,0
314,47.75,6,Electronics,0,0,56,4,18,0
315,498.67,6,Clothing,0,0,76,2,51,0
316,162.3,19,Clothing,1,0,45,3,32,0
317,19.5,14,Grocery,0,1,50,3,42,0
318,149.07,12,Food,0,0,34,5,69,0
319,121.73,11,Clothing,0,1,85,2,18,0
320,339.28,17,Grocery,0,0,52,3,32,0
321,132.64,4,Food,0,0,52,2,58,0
322,223.95,7,Electronics,1,0,45,4,52,1
323,51.67,12,Food,0,0,51,0,62,0
324,197.41,12,Food,0,0,73,5,32,0
325,137.13,3,Grocery,0,0,25,2,43,0
326,46.52,10,Clothing,0,0,36,3,48,0
327,149.46,23,Clothing,0,0,89,0,47,0
328,302.16,5,Grocery,0,0,66,0,31,0
329,5.08,12,Food,0,0,50,3,42,0
330,174.73,0,Electronics,0,0,79,0,34,0
331,75.42,10,Travel,1,0,66,1,50,0
332,60.71,4,Electronics,0,0,89,4,23,0
333,87.41,9,Food,0,0,49,1,32,0
334,73.39,14,Electronics,0,0,46,2,28,0
335,313.0,3,Food,0,0,34,3,46,0
336,56.33,13,Clothing,0,0,83,1,51,0
337,231.62,6,Travel,0,0,83,1,46,0
338,17.32,2,Food,0,0,76,0,65,0
339,530.21,18,Food,0,0,42,1,41,0
340,170.72,5,Clothing,0,0,33,1,29,0
341,215.06,8,Travel,0,0,80,0,33,0
342,62.05,7,Clothing,0,0,67,3,31,0
343,93.13,13,Food,0,0,43,1,38,0
344,44.41,11,Electronics,0,0,74,4,21,0
345,472.72,10,Electronics,0,0,99,2,44,0
346,117.41,6,Electronics,0,0,55,2,48,0
347,174.53,9,Travel,0,0,60,2,46,0
348,232.36,13,Clothing,0,0,81,4,63,0
349,81.32,12,Clothing,0,0,86,3,69,0
350,223.25,19,Food,0,0,63,2,42,0
351,197.59,16,Grocery,1,0,26,2,59,0
352,214.43,19,Clothing,1,0,83,0,22,0
353,117.79,21,Travel,0,0,49,2,69,0
354,84.65,13,Travel,1,1,70,4,45,0
355,44.03,17,Food,0,0,84,2,49,0
356,305.22,14,Travel,0,0,75,4,30,0
357,164.35,20,Clothing,0,0,64,1,54,0
358,103.03,0,Electronics,0,0,61,2,47,0
359,505.36,9,Grocery,0,0,47,2,58,0
360,8.59,14,Grocery,0,0,67,1,38,0
361,332.82,15,Grocery,0,0,40,2,40,0
362,1056.37,11,Electronics,0,0,79,0,37,0
363,382.19,0,Travel,0,0,80,1,60,0
364,291.58,10,Grocery,0,0,60,3,20,0
365,82.21,17,Clothing,0,0,48,3,57,0
366,46.12,9,Travel,0,0,27,4,60,0
367,232.74,12,Travel,0,0,45,2,68,0
368,63.69,23,Electronics,0,0,48,1,53,0
369,33.95,10,Grocery,0,0,63,0,30,0
370,270.75,10,Travel,0,0,44,0,53,0
371,65.71,13,Travel,0,1,79,2,69,0
372,431.06,13,Food,0,0,90,4,47,0
373,322.0,12,Grocery,0,0,64,4,37,0
374,329.89,14,Travel,0,0,35,3,69,0
375,258.88,3,Clothing,0,0,25,2,20,0
376,373.04,10,Grocery,0,0,63,1,36,0
377,287.29,3,Electronics,0,0,54,3,66,0
378,161.76,12,Clothing,1,1,41,3,26,0
379,61.49,15,Food,0,0,56,2,63,0
380,384.17,10,Grocery,0,1,99,3,18,0
381,321.97,5,Clothing,0,0,98,2,55,0
382,112.27,8,Clothing,0,0,97,1,57,0
383,6.99,23,Electronics,0,0,53,4,25,0
384,178.42,21,Electronics,0,0,56,3,43,0
385,9.1,7,Food,0,0,81,3,22,0
386,457.17,7,Grocery,0,0,63,2,28,0
387,571.67,10,Grocery,1,0,73,0,43,0
388,36.84,20,Food,0,1,36,3,69,0
389,197.81,0,Electronics,0,0,70,3,62,0
390,16.97,7,Electronics,0,0,32,3,23,0
391,229.25,14,Food,0,0,25,2,54,0
392,74.8,13,Travel,0,0,54,0,23,0
393,200.35,8,Electronics,0,0,81,0,64,0
394,81.81,9,Food,0,0,69,3,25,0
395,27.58,13,Clothing,0,0,58,4,58,0
396,91.36,8,Electronics,0,0,25,0,36,0
397,20.96,4,Food,0,0,29,2,18,0
398,150.8,10,Food,0,0,56,1,41,0
399,7.33,13,Food,0,0,55,4,34,0
400,131.38,0,Electronics,0,0,61,1,54,0
401,381.31,14,Clothing,0,0,98,1,29,0
402,318.99,18,Travel,0,0,65,3,61,0
403,375.86,9,Electronics,0,0,89,1,69,0
404,447.38,9,Grocery,1,0,47,2,30,0
405,19.36,6,Grocery,0,1,25,1,36,0
406,24.16,10,Electronics,0,0,83,3,69,0
407,142.75,7,Grocery,0,0,88,1,49,0
408,393.45,21,Electronics,0,0,91,0,34,0
409,642.27,12,Clothing,0,0,43,0,47,0
410,8.3,0,Electronics,1,0,50,1,35,0
411,77.09,15,Travel,0,0,51,2,40,0
412,41.97,23,Electronics,0,0,72,2,41,0
413,247.29,15,Clothing,0,1,43,2,46,0
414,179.22,19,Food,0,0,68,5,54,0
415,22.39,16,Electronics,0,0,80,0,61,0
416,115.84,18,Clothing,0,0,76,1,49,0
417,202.78,18,Travel,0,0,42,1,34,0
418,264.68,18,Electronics,0,0,81,5,64,0
419,3.55,13,Food,0,0,63,1,60,0
420,387.75,0,Food,0,0,50,2,31,0
421,147.68,4,Clothing,0,0,82,3,47,0
422,292.95,4,Food,0,1,63,3,42,0
423,289.28,0,Travel,0,0,90,1,37,0
424,36.91,8,Travel,0,0,83,2,49,0
425,20.47,21,Travel,1,1,75,3,69,0
426,224.0,1,Grocery,0,0,61,1,45,0
427,29.83,16,Grocery,0,0,33,1,28,0
428,332.55,15,Travel,0,0,32,3,36,0
429,227.11,13,Travel,0,0,99,1,28,0
430,323.32,19,Travel,0,0,72,3,41,0
431,62.29,11,Travel,0,0,88,2,55,0
432,66.74,22,Grocery,0,0,65,1,29,0
433,195.03,10,Food,0,0,60,3,23,0
434,5.6,14,Electronics,0,0,64,2,18,0
435,227.31,10,Grocery,0,0,66,0,22,0
436,316.75,5,Electronics,0,0,63,4,65,0
437,94.05,2,Travel,0,0,94,1,67,0
438,253.82,15,Travel,0,0,79,3,38,0
439,33.65,21,Electronics,0,0,70,1,62,0
440,149.81,8,Food,0,1,25,2,62,1
441,68.2,13,Clothing,0,0,79,2,44,0
442,641.96,15,Clothing,0,0,81,3,36,0
443,752.59,0,Clothing,0,0,69,0,69,0
444,126.01,14,Grocery,0,0,74,4,40,0
445,477.28,0,Food,0,0,77,1,55,0
446,129.69,3,Food,0,0,76,3,38,0
447,60.44,20,Electronics,0,0,61,2,18,0
448,54.44,11,Grocery,0,0,78,1,42,0
449,465.01,12,Food,0,0,41,1,45,0
450,33.19,15,Travel,0,0,65,0,26,0
451,151.95,17,Clothing,0,0,62,1,42,0
452,142.17,9,Food,0,0,77,5,32,0
453,235.93,13,Electronics,1,0,48,2,61,0
454,121.26,11,Travel,0,1,51,4,33,0
455,55.73,1,Electronics,0,0,45,5,39,0
456,32.54,9,Grocery,0,0,75,1,38,0
457,170.02,14,Travel,0,0,28,0,41,0
458,222.56,9,Grocery,0,0,43,2,23,0
459,147.78,9,Food,0,0,25,1,42,0
460,235.07,17,Grocery,0,0,48,1,66,0
461,26.75,12,Travel,0,0,62,5,42,0
462,375.39,14,Grocery,0,0,86,1,60,0
463,153.1,0,Travel,1,0,88,1,18,0
464,23.78,14,Electronics,0,0,34,0,18,0
465,108.66,4,Clothing,1,0,54,3,59,0
466,326.64,11,Grocery,0,0,70,2,42,0
467,399.49,4,Electronics,0,0,55,4,46,0
468,53.9,18,Travel,0,0,45,1,43,0
469,217.8,23,Travel,0,0,27,1,54,0
470,18.47,10,Travel,1,0,39,1,28,0
471,5.98,10,Travel,0,0,87,4,46,0
472,144.1,18,Clothing,0,0,84,3,52,0
473,208.1,15,Travel,0,1,99,4,33,0
474,278.53,11,Clothing,0,0,80,2,35,0
475,72.91,14,Food,0,0,42,4,23,0
476,1.15,23,Grocery,0,0,71,1,29,0
477,114.49,7,Electronics,0,0,73,2,18,0
478,2.8,7,Travel,0,0,75,0,54,0
479,16.92,17,Electronics,0,0,58,3,18,0
480,69.35,23,Travel,0,0,56,2,20,0
481,100.78,12,Food,0,0,71,4,46,0
482,57.47,0,Travel,0,0,45,0,38,0
483,152.88,14,Grocery,0,0,84,2,38,0
484,9.98,8,Grocery,0,0,40,3,51,0
485,27.38,14,Clothing,0,0,38,2,36,0
486,208.34,2,Grocery,0,0,54,1,45,0
487,26.88,1,Electronics,0,0,73,1,46,0
488,179.02,9,Grocery,0,0,82,4,45,0
489,9.86,23,Electronics,0,0,71,0,36,0
490,91.73,2,Food,1,0,49,3,45,0
491,34.24,9,Food,0,0,59,0,65,0
492,20.36,1,Clothing,0,0,53,0,43,0
493,146.77,13,Travel,0,0,83,1,31,0
494,462.13,13,Electronics,0,1,66,3,58,0
495,9.88,1,Travel,0,1,90,2,69,0
496,95.98,20,Electronics,1,0,77,3,29,0
497,215.55,0,Travel,0,0,56,2,57,0
498,108.91,22,Clothing,0,0,59,0,27,0
499,287.97,21,Food,0,0,63,2,61,0
500,34.72,13,Grocery,0,0,61,4,41,0
501,562.6,17,Grocery,0,0,77,1,69,0
502,85.28,10,Electronics,0,0,70,2,43,0
503,73.27,1,Clothing,0,0,51,0,65,0
504,364.04,13,Food,1,0,99,3,35,0
505,145.49,0,Electronics,0,1,66,3,21,0
506,127.39,11,Grocery,0,0,42,1,44,0
507,227.61,3,Electronics,0,0,74,2,66,0
508,152.03,18,Electronics,0,0,41,3,41,0
509,31.1,14,Electronics,0,0,68,0,69,0
510,196.63,16,Food,0,0,61,3,47,0
511,215.68,5,Grocery,1,1,35,4,53,1
512,25.12,14,Grocery,0,1,63,1,69,0
513,287.39,23,Food,0,0,45,0,42,0
514,802.87,18,Clothing,0,0,59,1,58,0
515,83.08,23,Food,0,0,60,1,58,0
516,103.15,5,Travel,0,0,61,1,38,0
517,8.34,7,Electronics,0,0,99,3,55,0
518,2.42,0,Electronics,1,0,51,2,43,0
519,445.97,9,Electronics,0,0,66,1,62,0
520,24.14,11,Travel,0,0,35,4,49,0
521,103.48,14,Grocery,0,0,25,4,30,0
522,296.19,8,Food,0,0,55,3,41,0
523,385.92,16,Electronics,0,0,90,3,36,0
524,128.47,16,Grocery,0,0,36,2,38,0
525,145.96,8,Electronics,0,0,76,0,32,0
526,194.21,5,Clothing,0,0,85,2,27,0
527,570.53,12,Travel,1,0,90,6,36,0
528,161.83,12,Travel,0,0,75,2,67,0
529,143.73,7,Travel,0,0,46,1,34,0
530,2.57,9,Food,1,0,37,4,58,0
531,14.8,1,Clothing,0,0,25,0,62,0
532,150.92,16,Electronics,0,0,99,1,45,0
533,482.62,16,Travel,1,0,79,1,62,0
534,353.31,12,Grocery,0,0,74,1,23,0
535,710.1,16,Travel,0,0,25,2,23,0
536,131.57,12,Travel,0,0,74,0,63,0
537,271.91,22,Grocery,0,0,66,4,46,0
538,321.75,2,Clothing,0,0,68,2,68,0
539,183.08,13,Clothing,0,0,53,2,18,0
540,72.52,17,Clothing,0,0,65,1,65,0
541,111.31,22,Clothing,0,0,41,1,47,0
542,342.13,17,Clothing,0,0,63,2,35,0
543,62.17,4,Grocery,0,0,36,3,60,0
544,451.24,0,Food,0,0,82,0,19,0
545,45.78,10,Grocery,0,0,79,0,24,0
546,242.72,14,Travel,0,0,76,5,52,0
547,174.59,18,Food,0,0,32,1,18,0
548,242.78,4,Food,0,0,63,2,47,0
549,100.83,15,Clothing,1,0,76,0,66,0
550,472.99,0,Food,0,0,77,3,52,0
551,175.5,6,Electronics,0,0,97,0,41,0
552,59.63,17,Grocery,0,0,42,3,44,0
553,178.38,3,Grocery,0,0,56,3,23,0
554,59.26,4,Clothing,0,0,70,2,19,0
555,60.95,8,Electronics,0,0,65,4,42,0
556,89.45,12,Grocery,0,0,79,0,23,0
557,335.49,4,Food,0,0,25,2,30,0
558,121.63,11,Clothing,0,0,55,1,24,0
559,199.18,8,Travel,0,0,55,1,60,0
560,87.23,19,Clothing,0,0,77,3,47,0
561,53.65,8,Travel,0,0,86,3,63,0
562,542.32,11,Clothing,0,0,68,1,18,0
563,162.23,12,Food,0,0,99,2,38,0
564,476.44,8,Electronics,0,0,60,1,63,0
565,39.87,17,Travel,0,0,49,2,66,0
566,27.85,18,Travel,0,0,94,2,27,0
567,339.56,8,Clothing,0,0,58,3,37,0
568,200.28,13,Travel,0,0,47,2,33,0
